NoEch.orig,DataSource,Age (Ga),Age,Most_likely,SiO2,TiO2,Al2O3,FeOt,MgO,MnO,CaO,Na2O,K2O,P2O5,LOI,A/NK,A/CNK,K2O/Na2O,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,La/Lu N,La,Lu,,Proba,Class.auto.2,Proba.2
,Compiled by Martin and Moyen (2002),2.697,2697,Sodic MP,70.3,0.25,14.7,2.0350945,0.81,0.06,1.95,3.71,2.99,0.08,,1.5739073,1.1408305,0.80592992,,,,41,,,12,42,,65,498,5,134,,,,1277,,,,5,,25,55,,,,,,,,,,,,,,,,,0.997,class6,0.997
,Compiled by Martin and Moyen (2002),2.697,2697,Sodic MP,70.17,0.36,14.98,2.4011431,1.09,0.1,2.17,4.07,2.56,0.09,,1.5824061,1.1168983,0.62899263,,,,39,3,4,21,39,,68,363,9,165,,,,988,,,,13,2,46,85,,,,,,,,,,,,,,,,,1,class10,0.999
,Compiled by Martin and Moyen (2002),3.063,3063,Sodic MP,72.02,0.11,16.78,0.7740774,0.24,,1.6,5.65,2.51,,,1.3969683,1.1245983,0.44424779,,,39,5,,3.4,,,,7.1,720,1.4,124,10,,,590,,,,,,,9.76,,6.27,1.73,0.36,2.07,,1.89,,1.07,,0.96,0.96,,,,,0,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,70.9,0.25,14.05,1.7840684,0.46,0.05,1.97,3.94,3.53,0.08,,1.3637195,1.011912,0.89593909,,2,22,,,4,3,,,95,355,11.4,102,7,,,773,,1,,12.2,1.4,32.9,61.2,,22.7,3.5,0.8,2.7,0.4,1.7,0.3,0.9,,1,0.1,,,,,0.999,class14,0.915
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,72.62,0.19,14.22,1.7750405,0.42,0.03,1.78,4.65,2.41,0.09,,1.3861831,1.0537373,0.51827957,,,16,11,,10,20,,,55,245,10,201,7,,,329,,,,6,2,,43,,,,,,,,,,,,,,,,,1,class2,0.978
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,72.12,0.29,14.46,2.0580558,0.51,0.05,2.36,4.67,2.29,0.1,,1.4230331,1.0005257,0.49036403,,,16,14,,7,13,,,76,353,7,189,7,,,528,,,,8,1,42,62,,,,,,,,,,,,,,,,,1,class6,0.998
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,70.66,0.29,14.56,2.1490909,0.67,0.04,2.37,4.31,3.16,0.1,,1.3852305,0.982451,0.73317865,,,27,10,,9,10,,,97,445,9,160,6,,,348,,,,9,1,48,48,,,,,,,,,,,,,,,,,1,class6,0.997
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.39,0.36,14.82,2.8020972,0.82,0.05,3.2,4.54,2.27,0.12,,1.4930662,0.941299,0.5,,,37,18,,13,19,,,79,398,9,204,7,,,572,,,,10,1,40,68,,,,,,,,,,,,,,,,,1,class10,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.14,0.39,15.09,2.8431143,1.16,0.06,2.97,4.63,2.39,0.17,,1.4788558,0.9670622,0.5161987,,,,,,7,7,,,77,461,12,189,7,,,,,,,8,1,,,,,,,,,,,,,,,,,,,1,class10,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,71.75,0.26,14.42,2.2320882,0.38,0.04,2.13,4.35,2.89,0.1,,1.4021195,1.0185596,0.66436782,,,27,17,,9,8,,,121,337,8,162,6,,,530,,,,10,1,33,50,,,,,,,,,,,,,,,,,0.999,class6,0.693
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,71.59,0.31,14.39,2.2040684,0.57,0.03,2.39,4.29,2.75,0.12,,1.434098,1.0007137,0.64102564,,,27,12,,10,14,,,96,276,9,186,6,,,486,,,,10,1,35,43,,,,,,,,,,,,,,,,,1,class6,0.993
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,70.33,0.33,14.51,2.2480918,0.04,0.04,2.42,4.53,2.88,0.12,,1.3727891,0.9692832,0.63576159,,,35,17,,11,20,,,111,367,7,184,6,,,646,,,,8,1,36,51,,,,,,,,,,,,,,,,,1,class2,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.37,0.37,15.02,2.8741314,0.85,0.07,2.7,4.6,2.35,0.15,,1.4854838,0.9999741,0.51086957,,,35,19,,18,28,,,146,361,10,219,8,,,443,,,,11,2,36,60,,,,,,,,,,,,,,,,,1,class10,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.56,0.34,15.02,2.7380828,0.84,0.06,2.53,4.52,2.58,0.14,,1.4684405,1.0129044,0.57079646,,,33,18,,15,11,,,111,341,8,211,7,,,465,,,,11,1,37,57,,,,,,,,,,,,,,,,,1,class10,0.998
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.16,0.38,14.56,2.6121062,0.99,0.06,2.78,4.2,2.48,0.13,,1.5176368,0.9939566,0.59047619,,4,35,13,,11,7,,,89,391,12.4,134,6.6,,,811,,1,,7.5,2.2,35,60.7,,23.8,3.8,0.9,2.9,0.4,1.9,0.4,1.1,,1,0.1,,,,,0.999,class3,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,71.2,0.32,14.49,2.2550765,0.4,0.02,2.42,4.26,2.93,0.11,,1.4234254,0.9938427,0.68779343,,,31,16,,8,10,,,73,466,6,165,4,,,1330,,,,9,1,30,70,,,,,,,,,,,,,,,,,0.999,class6,0.989
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,70.49,0.32,15.01,2.2890639,0.76,0.03,2.74,4.36,2.6,0.11,,1.502958,1.0027453,0.59633028,,,34,16,,11,25,,,91,392,7,160,5,,,632,,,,6,1,23,47,,,,,,,,,,,,,,,,,1,class6,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,72.37,0.27,14.18,1.9090729,0.74,0.01,2.08,3.96,3.12,0.09,,1.4335099,1.0370264,0.78787879,,,30,11,,7,10,,,78,499,3,152,3,,,537,,,,10,2,42,87,,,,,,,,,,,,,,,,,1,class14,0.981
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,71.67,0.29,14.42,2.0460396,0.64,0.04,2.43,4.42,2.52,0.11,,1.4421324,1.0001826,0.57013575,,,28,13,,7,11,,,69,389,4,130,4,,,457,,,,4,1,17,24,,,,,,,,,,,,,,,,,1,class6,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,73.21,0.13,14.33,1.0340504,0.22,0.05,1.33,4.54,3.47,0.04,,1.2766356,1.0503513,0.76431718,,3,9,1,,2,1,,,132,294,8,97,6.2,,,788,,1,,5.4,1.6,19.1,35,,12,1.9,0.5,1.4,0.2,1,0.2,0.7,,0.8,0.1,,,,,0.999,class13,0.996
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.56,0.31,15.66,2.46009,1.03,0.05,2.88,4.65,2.45,0.1,,1.5201399,1.0078408,0.52688172,,4,47,53,,11,18,,,73.7,455,6,127,4.9,,,640,,1,,8.8,1.4,26.8,47,,18,2.9,0.8,,0.2,,,,,0.6,0.2,,,,,1,class3,0.997
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,73.31,0.13,14.21,1.4620522,0.32,0.04,1.49,3.88,4.04,0.05,,1.3211174,1.055313,1.04123711,,2,12,16,,2,7,,,122,240,8.1,106,4.8,,,1195,,0.7,,13.1,1.6,23,47,,21,5,1,,0.5,,,,,0.7,0.2,,,,,0.999,class14,0.909
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,72.25,0.2,13.63,1.3920432,0.32,0.03,1.28,3.42,4.63,0.06,,1.2812626,1.05127,1.35380117,,3,11,33,,4,9,,,242,180,8.7,187,6.6,,,899,,1.2,,28.7,6.3,39,72,,21,4.5,0.8,,0.2,,0.4,,,0.7,0.2,,,,,0.601,class8,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,68.89,0.41,15.2,3.0873087,1.19,0.1,3.04,4.55,2.25,0.18,,1.5321523,0.9839407,0.49450549,,4,,5,,,,,,53.2,538.2,12.3,167,6.4,,,1644,,0.6,,14.2,2,62,100,,41,6.4,1.8,,0.5,,,,,0.8,0.1,,,,,0.997,class7,0.86
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,72.87,0.26,14.62,1.8991899,0.65,0.06,2.19,4.58,2.45,0.07,,1.4352292,1.031871,0.5349345,,2,,3,,,,,,44.8,401.5,6.7,137,4.4,,,1800,,0.3,,15.6,1.2,56,87,,36,4.6,1.1,,0.3,,,,,0.4,0.1,,,,,1,class14,0.981
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.2,0.38,15.31,2.8352835,1.26,0.09,2.99,4.85,2.39,0.12,,1.4490208,0.9567407,0.49278351,,5,40,23,,,,,,87.7,455.5,7.8,150,5.5,,,715,,0.8,,12.2,2.8,39,68,,24,4,0.9,,0.4,,,,,0.3,0.1,,,,,1,class3,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,70.67,0.32,14.5,2.6591089,0.8,0.05,2.39,4.07,3.44,0.07,,1.3916685,0.9820719,0.84520885,,4,26,,,14,11,,,124.1,203.4,12,101,6.4,,,404,,0.5,,10.9,1.4,27,49.8,,17.9,2.9,0.7,2.6,0.4,2,0.4,1.2,,1.2,0.2,,,,,0.998,class8,0.993
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,71.46,0.29,14.14,2.0580468,0.52,0.05,2.22,4.06,2.8,0.09,,1.4562408,1.0286337,0.68965517,,3,17,3,,3,5,,,50,302,4.7,111,5,,,612,,,,8.1,0.3,27.2,48.5,,18.1,2.8,0.7,1.9,0.2,0.9,0.1,0.4,,0.3,,,,,,0.883,class9,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,73.29,0.23,13.42,1.8970477,0.26,0.02,1.54,3.62,4.25,0.08,,1.2713589,1.0048145,1.17403315,,,24,9,,1,10,,,115,275,6,247,4,,,1072,,,,34,1,105,173,,,,,,,,,,,,,,,,,1,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.33,0.36,14.83,2.6012601,1,0.06,2.44,4.59,2.54,0.08,,1.4397503,1.0063199,0.55337691,,,33,,,,,,,105.6,399.4,6.4,147,8,,,827,,,,11.3,2.2,,,,,,,,,,,,,,,,,,,1,class10,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,71.94,0.26,14.64,1.9531953,0.73,0.04,2.41,4.38,2.48,0.07,,1.480286,1.0257919,0.56621005,,3,24,15,,,,,,72.3,417.9,4.5,124,4,,,680,,1,,9.2,1.7,28,45,,14,2.3,0.6,,0.3,,,,,0.4,0.1,,,,,0,class9,0.995
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,68.99,0.37,14.69,2.6912691,1.03,0.05,2.51,4.44,2.71,0.09,,1.4348998,0.9924743,0.61036036,,,34,,,,,,,90.2,427.4,6.5,151,5.7,,,890,,,,11.8,,,,,,,,,,,,,,,,,,,,1,class10,0.877
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Sodic MP,69.29,0.38,14.78,2.6822682,1.09,0.11,2.53,4.79,2.81,0.09,,1.3532721,0.9522102,0.58663883,,5,38,20,,,,,,100.3,414,7.7,151,6.1,,,795,,0.9,,10,2.4,37,61,,22,3.6,0.8,,0.3,,,,,0.5,0.1,,,,,1,class3,1
STY4A,"Yearron, 2003",3.509,3509,Sodic MP,73.66,0.2,14.97,1.93,0.44,0.03,1.93,4.6,2.17,0.06,,1.509629,1.1150409,0.47173913,,,14.62,,,,8.97,39.85,,52.81,380.3,5.74,131.1,6.62,,,437.8,,,,,,22.81,39.44,,13.76,2.22,0.58,1.85,0.2,,,,,0.49,0.09,,,,,0.928,class1,0.994
,Unpublished,,NA,Sodic MP,69.78,0.28,15.92,1.94,0.56,0.05,2.52,6.45,2.41,0.11,,1.2042763,0.8943076,0.37364341,,2.27,15.2,3.88,3.09,11.1,1.7,83.6,,68.6,638,6,132,13.08,,2.55,971,3.52,0.87,,3.84,3.83,24.5,49,5.72,20.9,3.46,0.86,2.27,0.26,1.16,0.19,0.49,0.07,0.45,0.06,,,,,1,class9,0.996
STZ21/Q5,"Yearron, 2003",3.445,3445,Sodic MP,70.03,0.4,16.19,2.3,0.79,0.04,2.56,5.07,2.46,0.15,,1.471357,1.0339695,0.4852071,,,26.03,6.86,,4.26,,72.9,,64.69,761.81,4.43,162.07,8.1,,,733.79,,,,,,31.81,59.77,,22.82,3.39,0.97,2.59,0.27,,,,,0.35,0.06,,,,,1,class3,1
BTV21,"Yearron, 2003",3.23,3230,Sodic MP,73.94,0.28,14.19,2.12,0.66,0.04,0.58,4.15,4.02,0.02,,1.2693928,1.1599636,0.9686747,,,13.35,,,,,92.89,,111.53,109.9,7.58,86.96,4.19,,,326.01,,,,,,15.78,41.33,,9.69,,,,,,,,,,,,,,,1,class2,1
NLG17B,"Yearron, 2003",3.213,3213,Sodic MP,75.5,0.04,14.42,1.01,0.18,0.01,0.57,5.31,2.92,0.04,,1.2121523,1.1150132,0.54990584,,,3.18,125.52,,517.68,3.21,17.32,,96.86,211.36,1.42,67.6,3.9,,,288.4,,,,,,12.05,22.5,,,,,,,,,,,,,,,,,1,class2,1
STY4B,"Yearron, 2003",3.509,3509,Sodic MP,75.11,0.14,14.04,1.26,0.18,0.02,1.13,3.56,4.54,0.04,,1.3035198,1.0947001,1.2752809,,,6.88,,,3.25,,34.03,,111.68,166.18,5.45,128.36,7.33,,,575.36,,,,,,21.87,45.7,,15.66,2.88,0.5,2.21,0.33,,,,,0.46,0.09,,,,,0.994,class13,0.999
BH216,Moyen et al. 2003,2.52,2520,Sodic MP,71.59,0.26,15.18,1.8716048,0.56,,2.25,4.66,2.76,0.07,,1.4248582,1.0295227,0.59227468,,,19.94,27.52,3.43,,7.44,35.25,19.12,71.45,427.74,9.32,86.71,4.14,0.6,1.73,560.62,2.57,1.07,17.55,5.35,1.3,8.91,21.51,3.01,13.35,3.25,0.82,2.37,0.36,1.98,0.33,0.95,0.15,0.81,0.11,,,,,0.998,class9,1
IND 244,Moyen et al. 2003,2.52,2520,Sodic MP,72.68,0.2,14.52,1.7186371,0.37,,1.43,3.47,4.79,0.1,,1.3329184,1.0760776,1.38040346,,,10.89,30.49,2.11,,,28.47,14.03,103.95,152.67,7.36,134.71,3.7,1.19,2.94,541.27,3.99,0.73,27.66,27.72,2.91,38.55,73.18,7.63,25.85,4.09,0.6,2.84,0.35,1.71,0.27,0.61,0.06,0.4,0.07,,,,,1,class14,1
BH23,Moyen et al. 2003,2.52,2520,Sodic MP,69.69,0.26,15.75,2.0245725,0.38,0.04,2.69,4.73,2.66,0.08,,1.4774022,1.0127558,0.56236786,,,23,14,4,1,,,,72,556,3,139,4,,,1312,,,,8,,41.28,71.14,6.96,21.82,3.06,0.89,2.43,0.26,1.34,0.22,0.58,0.07,0.52,0.08,,,,,1,class3,0.999
IND 261,Moyen et al. 2003,2.52,2520,Sodic MP,73.25,0.14,14.52,1.2237416,0.24,,1.36,4.01,4.23,0.05,,1.2992622,1.0638643,1.05486284,,,7.6,28.73,1.4,,,23.47,18.16,140.06,197.25,6.49,89.62,6.76,1.15,2.82,576.97,2.88,1.19,32.22,16.7,6.03,25.38,44.7,4.5,15.41,2.59,0.59,1.87,0.25,1.27,0.23,0.59,0.07,0.5,0.07,,,,,0.999,class13,0.999
BH23,Moyen et al. 2003,2.52,2520,Sodic MP,69.69,0.26,15.75,2.0245518,0.38,0.04,2.69,4.73,2.66,0.08,,1.4774022,1.0127558,0.56236786,,,23,14,4,1,,,,72,556,3,,4,,,1312,,,,8,,41.28,71.14,6.96,21.82,3.06,0.89,2.43,0.255,1.343,0.221,0.577,0.074,0.519,0.081,,,,,1,class3,0.999
KG3,"Allen et al., 1986",2.54,2540,Sodic MP,72.56,0.14,14.9,1.2777174,0.3,0.01,1.99,3.81,4.01,0.05,,1.4045452,1.0473278,1.05249344,,,,,30,6,,,,84,623,5.8,145,3.7,,,1189,,,,52,,112,161,,,7.5,1.4,,0.5,,,,,0.71,0.08,,,,,0.997,class14,1
,Unpublished (GEUS),,NA,Sodic MP,72.36,0.23,14.84,1.7641764,0.55,0.02,2.33,4.61,2.36,0.06,,1.4637333,1.0323535,0.51193059,,1.6,7.6,20,102.7,3.8,5.4,53.7,18,56.7,369.9,5.5,120.4,3.1,,,865.6,,,9,5.7,,18.5,33.2,,14.5,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,70.27,0.28,14.75,2.1872187,0.68,0.03,2.18,4.15,2.72,0.04,,1.5095081,1.0738891,0.65542169,,3.5,15,34.9,44.2,6.1,10.5,57.7,18.7,61.2,222.7,6.6,98.4,3.4,,,622.8,,,9.2,7,,21.5,36.3,,14.6,,,,,,,,,,,,,,,0.999,class6,1
,Unpublished (GEUS),,NA,Sodic MP,69.43,0.44,15.03,2.6372637,1.17,0.06,2.95,4.74,2.23,0.12,,1.471855,0.9649854,0.47046414,,3.4,11.3,41.4,40.7,6.8,4.5,54.5,18.9,50.7,448.9,9.9,119.2,5.6,,,577.7,3.937506,,9.4,6.413952,1.275661,31.401034,56.16816,,23.555682,3.909527,0.938419,,0.360615,,,,,0.778605,0.115261,,,,,1,class3,1
,Unpublished (GEUS),,NA,Sodic MP,71.06,0.3,15.15,1.980198,0.71,0.04,2.58,4.85,2.24,0.08,,1.4562562,1.003683,0.46185567,,3,6.7,24.7,64.4,4.5,12.3,54.5,19.4,57.8,410.8,8.1,120.6,5.1,,,547.4,,,12.6,6.7,,17,34.4,,13.4,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,71.19,0.24,15.41,1.8631863,0.53,0.03,2.62,4.58,2.24,0.06,,1.547311,1.0466645,0.48908297,,2.6,8.9,22,79.7,4.3,6,58.9,19.3,67.2,383.4,5.9,127.5,3.8,,,810.8,,,13.9,6.9,,26.2,48.5,,18.2,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,71.13,0.32,14.93,2.0342034,0.71,0.04,2.77,4.72,2.17,0.07,,1.4762073,0.9854632,0.45974576,,3.7,6.2,24.8,71.2,4.8,5.1,60.9,18.6,54.7,386.4,4.8,136.4,4.1,,,423.7,,,13.9,6.8,,21,43.3,,16.1,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,70.72,0.26,15.13,1.9351935,0.65,0.03,2.5,4.84,2.29,0.07,,1.4490866,1.0095672,0.4731405,,1.8,6.4,24.7,105,4.7,7,58.3,18.5,59.1,354.6,6.9,105.6,4.9,,,582.8,,,14.6,6.1,,16.9,30.4,,12.4,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,72.52,0.24,14.4,1.9351935,0.72,0.03,2.45,4.17,2.5,0.06,,1.5053063,1.0270449,0.59952038,,2.8,6.8,24.6,46.3,5.8,3.4,48.3,16.6,63.3,357.1,7.7,116.3,4.9,,,757.5,,,14.2,10.2,,22.5,45.1,,16.6,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,70.51,0.38,15.32,2.4032403,0.7,0.03,2.74,4.68,2.22,0.09,,1.5165203,1.0156452,0.47435897,,3.4,8.3,37.4,61.5,4.7,7.9,48.8,20.3,51.6,456.3,9,125.4,5,,,717.1,,,13.6,7.7,,20,38.9,,17.2,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,72.58,0.3,13.93,1.9261926,0.62,0.03,2.42,3.94,2.43,0.1,,1.5287505,1.0309264,0.61675127,,2.2,8.1,23.1,59.3,3.7,7.3,62.2,17.5,60.4,345,5.7,131.7,3.5,,,827.5,,,13.4,9.2,,26.8,44.4,,17,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,69.05,0.31,15.13,2.7735374,0.93,0.04,2.5,4.98,2.62,0.13,,1.3718901,0.9714822,0.52610442,,3.4,36.6,21.8,6.1,9.7,6.1,61.1,21.3,85.4,450.7,13.4,139.9,4.5,,,858.1,6,,20.7,10,,55,110,,30,4.6,1.1,,,,,,,0.95,0.19,,,,,1,class3,1
,Unpublished (GEUS),,NA,Sodic MP,69.08,0.31,15.17,2.6822682,0.95,0.04,2.83,4.74,2.41,0.15,,1.4577506,0.9754361,0.50843882,,6.5,33.2,17.5,5.6,10.8,5.7,74.7,21,87.4,368.8,11.3,144.6,5,,,538.4,5,,15.3,11,1.3,47,90,,31,3.8,0.8,,,,,,,0.88,0.2,,,,,1,class3,1
,Unpublished (GEUS),,NA,Sodic MP,69.82,0.29,14.98,2.2952295,0.62,0.02,2.48,4.66,2.94,0.1,,1.380832,0.9754047,0.63090129,,2,27.2,15.8,4.8,8.7,7.2,69.8,20.2,93.5,327.8,7.7,158.3,4.7,,,760,6,,14.8,12,,52,100,,30,4,1.1,,,,,,,,0.12,,,,,1,class3,0.982
,Unpublished (GEUS),,NA,Sodic MP,69.32,0.38,15.43,2.8712871,0.94,0.03,2.68,4.77,2.57,0.13,,1.4516904,0.9953664,0.53878407,,3,35.6,12.4,6.2,9.2,12.4,72.6,21.6,80.2,389.1,8.1,179.4,4.2,,,767.3,7,,14.1,13,,53,120,,30,4,1.1,,,,,,,0.68,0.13,,,,,1,class3,1
,Unpublished (GEUS),,NA,Sodic MP,70.31,0.34,14.99,2.3042304,0.74,0.04,2.62,4.35,2.94,0.1,,1.4499129,0.9925641,0.67586207,,3.5,30.4,18.6,4,8.6,2,67.6,19,100.9,358.7,6.1,175.7,5.1,,,947.8,6,,15.4,15,1.9,58,110,,35,3.8,1.1,,,,,,,0.47,0.09,,,,,1,class3,0.99
,Unpublished (GEUS),,NA,Sodic MP,70.34,0.3,15.13,2.4122412,0.74,0.03,2.67,4.46,2.58,0.09,,1.4936081,1.0097106,0.57847534,,3.8,28.8,13.5,5.9,6.4,2.7,59.6,19.7,109.5,231.5,11.4,150.1,6.8,,,478.7,5,,18.6,14,,33,61,,21,3.4,0.8,,,,,,,1.1,0.18,,,,,1,class3,0.999
,Unpublished (GEUS),,NA,Sodic MP,70.23,0.31,14.55,2.4032403,0.74,0.03,2.23,4.42,3.3,0.1,,1.3418314,0.9766393,0.74660633,,3.9,33.6,15.9,5.2,8,3,54.7,19.9,89.4,297.7,7.3,124.9,3.7,,,819.7,4,,15.7,12,1.7,62,110,,29,4.1,0.7,,,,,,,0.38,0.09,,,,,1,class3,0.946
,Unpublished (GEUS),,NA,Sodic MP,70.65,0.31,15.29,2.0972097,0.83,0.04,2.75,4.59,2.18,0.08,,1.5427743,1.0254289,0.47494553,,2.8,7.7,24.6,91.8,4,8.7,61.8,19.7,63.6,398.1,8.6,145.8,3.9,,,715.3,,,14.4,8.5,,29.8,56.4,,21.1,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,69.71,0.26,14.89,2.1242124,0.76,0.04,2.58,4.76,2.48,0.09,,1.4160565,0.97921,0.5210084,,3.6,23,18,4.9,7.5,4.8,59.4,19.3,80,359.9,6.6,108.8,4.5,,,792.2,3,,13.2,5.1,1.1,31,65,,17,2.4,0.8,,,,,,,0.64,0.12,,,,,0.999,class3,0.953
,Unpublished (GEUS),,NA,Sodic MP,72.044,0.257,14.805,1.3852385,0.55,0.004,1.918,4.28,3.57,0.083,,1.3575924,1.0286472,0.83411215,,2.08,11.64,2.99,,3.78,1.32,8.69,19.84,92.18,609.83,6.29,92.89,5.22,,,1328.56,2.96424,,12.26,4.302892,0.773575,31.383673,59.62338,,22.957336,3.272093,0.814818,,0.243397,,,,,0.593624,0.088154,,,,,1,class9,0.918
,Unpublished (GEUS),,NA,Sodic MP,71.27,0.23,15.07,1.7731773,0.6,0.03,2.41,4.47,2.27,0.07,,1.5360739,1.0618175,0.50782998,,3.1,5.5,20.4,79.4,3.7,4.9,56.2,17,62.3,329.9,6.7,120.7,3.7,,,712.5,,,13.5,5.3,,24,40.6,,19.1,,,,,,,,,,,,,,,1,class6,1
,Unpublished (GEUS),,NA,Sodic MP,71.695,0.385,14.636,1.8793879,0.573,0.018,2.121,4.7,2.314,0.082,,1.4297541,1.0385166,0.49234043,,8.1451294,13.827632,2.6002966,,3.401178,8.0797343,39.81597,20.82215,91.39271,302.56019,7.75862,116.86199,4.876406,,,445.8773,3.2533981,,7.628023,4.171187,0.8644193,18.931356,37.77607,,14.858746,2.5244431,0.5686549,,0.2975376,,,,,0.6581734,0.10335396,,,,,0.948,class9,0.999
,Unpublished (GEUS),,NA,Sodic MP,70.027,0.309,15.146,1.8532853,0.636,0.02,2.388,4.61,3.134,0.147,,1.3798857,0.9887591,0.67982646,,3.6550424,19.925542,3.1102733,,7.63902,3.1677663,42.69369,22.40245,92.02733,839.40622,4.509896,116.4901,5.60509,,,1049.71,3.2488219,,15.557964,5.147974,1.6965127,38.397738,82.72667,,30.089538,3.8322337,0.99623,,0.2968897,,,,,0.3770028,0.04901037,,,,,1,class3,1
,"Garde, 1997",3.11,3110,Sodic MP,70.52,0.26,15.83,1.7239316,0.74,0.02,2.3,5.44,2.18,0.1,0.43,1.3997641,1.021886,0.40073529,,,16,6,69,3,,45,22,51,515,6.3,124,4.5,,,403,,,21,9,,,,,,,,,,,,,,,,,,,,0.999,class6,0.997
,"Garde, 1997",3.11,3110,Sodic MP,72.84,0.27,14.21,1.719905,0.44,0.03,1.66,3.63,4.047,0.082,0.14,1.3726353,1.0627794,1.11487603,,,14,21,17,2,4,28,16,108,216,5,205,3.3,,,1270,,,25,19,,,,,,,,,,,,,,,,,,,,0,class2,0.918
,"Garde, 1997",3.06,3060,Sodic MP,70.25,0.36,15.13,2.4108689,0.95,0.05,2.65,4.38,2.718,0.132,0.56,1.4909926,1.0109652,0.62054795,,4.6,32,14,48,9,9,47,19,78,286,9,184,5.1,,,847,5,,20,7.1,1.4,38,57,,19,2.7,0.8,,,,,,,0.79,0.16,,,,,1,class3,1
,"Garde, 1997",2.93,2930,Sodic MP,69.89,0.39,15.21,2.0938556,0.84,0.03,2.33,4.78,2.61,0.16,0.47,1.4229932,1.0190819,0.5460251,,2.8,21,13,71,5,9,45,17,78,538,3.7,258,3.9,,0.4,1630,5.6,,20,14.2,0.8,77.4,106,,29,3.17,0.84,,0.3,,,,,0.47,0.05,,,,,1,class3,0.999
,"Garde, 1997",2.96,2960,Sodic MP,72.82,0.19,14.24,1.5558214,0.23,0.01,1.45,3.53,4.83,0.06,0.19,1.2903935,1.0415586,1.36827195,,2.5,13,10,92,4,6,28,15,67,204,4.6,169,3.7,,,1190,5,,25,19,,59,88,,34,3.3,0.6,,,,,,,0.66,0.1,,,,,0,class14,1
,"Garde, 1997",2.96,2960,Sodic MP,72.91,0.2,14.24,1.4149525,0.44,0.02,1.47,3.76,4.43,0.05,0.38,1.2968104,1.0429501,1.17819149,,,,,,,,,,169,172,6.7,149,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,class2,0.999
